name de_dust2
sky 0.50 0.63 0.77
fog 0.56 0.64 0.73 0.013
light -0.42 -0.86 -0.28
# Generated by the arena map importer from a source map.

# ---- solids ----
plane 0.000000 0.000000 1.000000 -35.763199
plane 0.000000 0.000000 -1.000000 36.169601
plane 0.000000 -1.000000 -0.000000 -1.977806
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.000000 -0.991231 -0.132144 2.765402
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 30.886400
plane 1.000000 0.000000 -0.000000 -25.806400
plane 0.000000 0.000000 1.000000 -35.763199
plane 0.000000 0.000000 -1.000000 36.169601
plane 0.000000 -1.000000 -0.000000 -1.977806
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.000000 -0.991231 -0.132144 2.765402
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 30.886400
plane 1.000000 0.000000 -0.000000 -13.817600
plane 0.000000 0.000000 1.000000 -34.747200
plane 0.000000 0.000000 -1.000000 35.763199
plane 0.000000 -1.000000 -0.000000 -1.842368
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.000000 -0.991229 -0.132156 2.765833
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 30.886400
plane 1.000000 0.000000 -0.000000 -13.817600
plane 0.000000 0.000000 1.000000 -36.576000
plane 0.000000 0.000000 -1.000000 37.591999
plane 0.000000 -1.000000 -0.000000 -1.842368
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.000000 -0.991229 0.132156 -6.794198
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 18.491199
plane 1.000000 0.000000 -0.000000 -13.817600
plane 0.000000 0.000000 1.000000 -36.169601
plane 0.000000 0.000000 -1.000000 36.576000
plane 0.000000 -1.000000 -0.000000 -1.977806
plane 0.000000 1.000000 -0.000000 2.032000
plane -0.000000 -0.991222 0.132204 -6.795946
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 24.993599
plane 1.000000 0.000000 -0.000000 -19.303999
plane 0.000000 0.000000 1.000000 -36.169601
plane 0.000000 0.000000 -1.000000 36.576000
plane 0.000000 -1.000000 -0.000000 -1.977806
plane 0.000000 1.000000 -0.000000 2.032000
plane -0.000000 -0.991222 0.132204 -6.795946
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 30.886400
plane 1.000000 0.000000 -0.000000 -25.806400
plane 0.000000 0.000000 1.000000 -36.169601
plane 0.000000 0.000000 -1.000000 36.576000
plane 0.000000 -1.000000 -0.000000 -1.977806
plane 0.000000 1.000000 -0.000000 2.032000
plane 0.000000 -0.991231 0.132144 -6.793763
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 -3.251200
plane 0.000000 0.000000 -1.000000 6.502400
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 -0.000000 -0.707107 -8.046310
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 -3.251200
plane 0.000000 0.000000 -1.000000 6.502400
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 -0.000000 -0.707107 -8.046310
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 0.000000
plane 0.000000 0.000000 -1.000000 3.251200
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -12.644201
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 0.000000
plane 0.000000 0.000000 -1.000000 3.251200
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -12.644201
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 -13.004800
plane 0.000000 0.000000 -1.000000 16.256001
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -21.839985
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 -13.004800
plane 0.000000 0.000000 -1.000000 16.256001
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -21.839985
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 -16.256001
plane 0.000000 0.000000 -1.000000 19.507200
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 -0.000000 -0.707107 1.149473
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 18.694399
plane 1.000000 0.000000 -0.000000 -16.256001
plane 0.000000 0.000000 1.000000 -16.256001
plane 0.000000 0.000000 -1.000000 19.507200
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 -0.000000 -0.707107 1.149473
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 6.502400
plane 0.000000 0.000000 -1.000000 -4.064000
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.948683 0.000000 0.316228 -30.329531
plane -0.316228 0.000000 -0.948683 6.682778
plane -0.707107 -0.000000 0.707107 28.736820
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 6.502400
plane 0.000000 0.000000 -1.000000 -4.064000
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.707107 -0.000000 0.707107 28.736820
plane 0.948683 0.000000 0.316228 -30.329531
plane -0.316228 0.000000 -0.948683 6.682778
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 34.137600
plane 1.000000 0.000000 -0.000000 -29.260799
plane 0.000000 0.000000 1.000000 6.502400
plane 0.000000 0.000000 -1.000000 -4.064000
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -17.242094
plane -0.948683 0.000000 -0.316228 30.329531
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 34.137600
plane 1.000000 0.000000 -0.000000 -29.260799
plane 0.000000 0.000000 1.000000 6.502400
plane 0.000000 0.000000 -1.000000 -4.064000
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -17.242094
plane -0.948683 0.000000 -0.316228 30.329531
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 4.876800
plane 0.000000 0.000000 -1.000000 -0.000000
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.316228 0.000000 0.948683 -6.682778
plane -0.707107 0.000000 -0.707107 24.138929
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 4.876800
plane 0.000000 0.000000 -1.000000 -0.000000
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane 0.316228 0.000000 0.948683 -6.682778
plane -0.707107 0.000000 -0.707107 24.138929
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 4.876800
plane 0.000000 0.000000 -1.000000 -3.251200
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.316228 0.000000 0.948683 -6.682778
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 3.251200
plane 0.000000 0.000000 -1.000000 -0.000000
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.707107 0.000000 -0.707107 24.138929
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 -15.443200
plane 0.000000 0.000000 -1.000000 18.694399
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.707107 -0.000000 0.707107 13.218938
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 -15.443200
plane 0.000000 0.000000 -1.000000 18.694399
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane -0.707107 -0.000000 0.707107 13.218938
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 35.763199
plane 1.000000 0.000000 -0.000000 -33.324799
plane 0.000000 0.000000 1.000000 -15.443200
plane 0.000000 0.000000 -1.000000 18.694399
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.707107 -0.000000 0.707107 13.218938
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 3.251200
plane 0.000000 0.000000 1.000000 8.940800
plane 0.000000 0.000000 -1.000000 -6.502400
plane 0.000000 -1.000000 -0.000000 -6.502400
plane 0.000000 1.000000 -0.000000 6.908800
plane 0.707107 0.000000 0.707107 6.896837
plane -0.707107 0.000000 0.707107 11.494729
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 3.251200
plane 0.000000 0.000000 1.000000 -4.876800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -2.438400
plane 0.000000 1.000000 -0.000000 3.657600
plane 0.707107 0.000000 -0.707107 5.747365
plane -0.707107 0.000000 -0.707107 10.345256
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 3.251200
plane 0.000000 0.000000 1.000000 -4.876800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -3.657600
plane 0.000000 1.000000 -0.000000 6.908800
plane 0.707107 0.000000 -0.707107 5.747365
plane -0.707107 0.000000 -0.707107 10.345256
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 3.251200
plane 0.000000 0.000000 1.000000 -4.876800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.438400
plane 0.707107 0.000000 -0.707107 5.747365
plane -0.707107 0.000000 -0.707107 10.345256
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 3.251200
plane 0.000000 0.000000 1.000000 12.191999
plane 0.000000 0.000000 -1.000000 -8.940800
plane 0.000000 -1.000000 -0.000000 -3.251200
plane 0.000000 1.000000 -0.000000 6.502400
plane -0.707107 0.000000 0.707107 13.793674
plane 0.707107 0.000000 0.707107 9.195783
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 9.753600
plane 1.000000 0.000000 -0.000000 3.251200
plane 0.000000 0.000000 1.000000 12.191999
plane 0.000000 0.000000 -1.000000 -8.940800
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 3.251200
plane -0.707107 0.000000 0.707107 13.793674
plane 0.707107 0.000000 0.707107 9.195783
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -32.512001
plane 1.000000 0.000000 -0.000000 32.808727
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 0.609600
plane 0.000000 1.000000 -0.000000 -0.306134
plane 0.123030 0.992403 -0.000000 3.696138
plane 0.668506 -0.743707 -0.000000 22.187817
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -32.512001
plane 1.000000 0.000000 -0.000000 33.697689
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 0.342924
plane 0.000000 1.000000 -0.000000 0.406400
plane 0.287272 0.957849 -0.000000 9.729066
plane -0.123114 -0.992393 0.000000 -3.698888
plane 0.404948 -0.914340 -0.000000 13.599358
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -32.512001
plane 1.000000 0.000000 -0.000000 35.009327
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -0.050800
plane 0.000000 1.000000 -0.000000 0.406400
plane -0.287272 -0.957849 -0.000000 -9.729066
plane 0.587577 0.809168 -0.000000 20.827583
plane 0.199254 -0.979948 -0.000000 6.664614
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -34.886898
plane 1.000000 0.000000 -0.000000 36.576000
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -0.317525
plane 0.000000 1.000000 -0.000000 0.406400
plane 0.056637 -0.998395 -0.000000 1.665813
plane -0.587467 -0.809248 -0.000000 -20.823780
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -36.576000
plane 1.000000 0.000000 -0.000000 38.265148
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -0.317525
plane 0.000000 1.000000 -0.000000 0.406400
plane -0.056669 -0.998393 0.000000 -2.478488
plane 0.587687 -0.809088 -0.000000 22.159081
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -38.142662
plane 1.000000 0.000000 -0.000000 40.639999
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 -0.050800
plane 0.000000 1.000000 -0.000000 0.406400
plane -0.587577 0.809168 -0.000000 -22.154842
plane 0.287385 -0.957815 -0.000000 11.290085
plane -0.199180 -0.979963 0.000000 -7.908389
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -39.454781
plane 1.000000 0.000000 -0.000000 40.639999
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 0.342924
plane 0.000000 1.000000 -0.000000 0.406400
plane -0.287385 0.957815 -0.000000 -11.290085
plane 0.123238 -0.992377 -0.000000 5.312164
plane -0.404904 -0.914359 0.000000 -16.021883
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -40.343796
plane 1.000000 0.000000 -0.000000 40.639999
plane 0.000000 0.000000 1.000000 -0.812800
plane 0.000000 0.000000 -1.000000 7.315200
plane 0.000000 -1.000000 -0.000000 0.609600
plane 0.000000 1.000000 -0.000000 -0.306134
plane -0.669210 -0.743073 -0.000000 -26.743721
plane -0.123238 0.992377 -0.000000 -5.312164
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -41.706799
plane 1.000000 0.000000 -0.000000 43.535599
plane 0.000000 0.000000 1.000000 -25.501600
plane 0.000000 0.000000 -1.000000 26.212799
plane 0.000000 -1.000000 -0.000000 -1.625600
plane 0.000000 1.000000 -0.000000 1.828800
plane 0.832004 -0.000000 -0.554770 50.369305
plane -0.832004 0.000000 -0.554770 -20.552708
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -41.706799
plane 1.000000 0.000000 -0.000000 42.181042
plane 0.000000 0.000000 1.000000 -25.501600
plane 0.000000 0.000000 -1.000000 26.212799
plane 0.000000 -1.000000 -0.000000 -1.625600
plane 0.000000 1.000000 -0.000000 1.828800
plane 0.832004 0.000000 0.554770 20.552708
brush 0.415 0.474 0.466
plane -1.000000 0.000000 -0.000000 -43.061344
plane 1.000000 0.000000 -0.000000 43.535599
plane 0.000000 0.000000 1.000000 -25.501600
plane 0.000000 0.000000 -1.000000 26.212799
plane 0.000000 -1.000000 -0.000000 -1.625600
plane 0.000000 1.000000 -0.000000 1.828800
plane -0.832004 0.000000 0.554770 -50.369305
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -13.817600
plane 1.000000 0.000000 -0.000000 14.528800
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 8.128000
plane 0.000000 -1.000000 -0.000000 -3.924268
plane 0.000000 1.000000 -0.000000 4.673600
plane 0.447214 0.894427 0.000000 10.359614
plane 0.593877 -0.804556 -0.000000 5.154253
plane -0.202703 -0.979240 0.000000 -6.679722
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -13.817600
plane 1.000000 0.000000 -0.000000 15.316200
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 8.128000
plane 0.000000 -1.000000 -0.000000 -4.318000
plane 0.000000 1.000000 -0.000000 4.673600
plane -0.447214 -0.894427 -0.000000 -10.359614
plane 0.770170 0.637839 -0.000000 14.720407
plane 0.320862 -0.947126 -0.000000 0.572047
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -15.242555
plane 1.000000 0.000000 -0.000000 16.256001
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 8.128000
plane 0.000000 -1.000000 -0.000000 -4.584676
plane 0.000000 1.000000 -0.000000 4.673600
plane 0.094201 -0.995553 -0.000000 -3.121485
plane -0.770221 -0.637777 -0.000000 -14.720861
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -16.256001
plane 1.000000 0.000000 -0.000000 17.269545
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 8.128000
plane 0.000000 -1.000000 -0.000000 -4.584676
plane 0.000000 1.000000 -0.000000 4.673600
plane -0.094201 -0.995553 0.000000 -6.184150
plane 0.769680 -0.638429 -0.000000 10.308280
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -17.195799
plane 1.000000 0.000000 -0.000000 18.694399
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 8.128000
plane 0.000000 -1.000000 -0.000000 -4.318000
plane 0.000000 1.000000 -0.000000 4.673600
plane -0.769808 0.638276 -0.000000 -10.311158
plane 0.447214 -0.894427 -0.000000 4.180195
plane -0.320807 -0.947145 0.000000 -9.858909
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -17.983200
plane 1.000000 0.000000 -0.000000 18.694399
plane 0.000000 0.000000 1.000000 -6.502400
plane 0.000000 0.000000 -1.000000 8.128000
plane 0.000000 -1.000000 -0.000000 -3.924268
plane 0.000000 1.000000 -0.000000 4.673600
plane -0.447214 0.894427 -0.000000 -4.180195
plane -0.593827 -0.804592 0.000000 -14.153145
plane 0.202568 -0.979268 -0.000000 -0.092090
brush 0.434 0.603 0.297
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -31.035767
plane -0.707107 0.000000 0.707107 -22.989458
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.707107 0.000000 -0.707107 35.633514
plane -0.316228 0.000000 0.948683 -37.526371
plane 0.707107 0.000000 -0.707107 26.437876
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.316228 0.000000 -0.948683 37.526371
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -31.035767
plane -0.707107 0.000000 0.707107 -22.989458
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane -0.707107 0.000000 0.707107 -22.989458
plane 0.707107 0.000000 0.707107 -31.035767
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane -0.707107 0.000000 -0.707107 35.633514
plane 0.707107 0.000000 -0.707107 26.437876
plane -0.316228 0.000000 0.948683 -37.526371
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 -2.844800
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.316228 0.000000 -0.948683 37.526371
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane -0.316228 0.000000 0.948683 -37.526371
plane 0.707107 0.000000 -0.707107 26.437876
plane -0.707107 0.000000 -0.707107 35.633514
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 -0.000000
plane 0.000000 1.000000 -0.000000 2.844800
plane 0.316228 0.000000 -0.948683 37.526371
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -39.014400
plane 0.000000 0.000000 -1.000000 40.639999
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane 0.707107 0.000000 0.707107 -31.035767
plane -0.707107 0.000000 0.707107 -22.989458
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 42.265598
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane 0.316228 0.000000 -0.948683 37.526371
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 8.128000
plane 1.000000 0.000000 -0.000000 -3.251200
plane 0.000000 0.000000 1.000000 -40.639999
plane 0.000000 0.000000 -1.000000 43.891201
plane 0.000000 -1.000000 -0.000000 3.251200
plane 0.000000 1.000000 -0.000000 0.000000
plane -0.707107 0.000000 -0.707107 35.633514
plane -0.316228 0.000000 0.948683 -37.526371
plane 0.707107 0.000000 -0.707107 26.437876
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -50.799999
plane 0.000000 0.000000 -1.000000 53.238400
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 -0.707107 41.668388
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -50.799999
plane 0.000000 0.000000 -1.000000 53.238400
plane 0.000000 -1.000000 -0.000000 -2.438400
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 -0.707107 41.668388
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -48.361599
plane 0.000000 0.000000 -1.000000 50.799999
plane 0.000000 -1.000000 -0.000000 -2.438400
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 0.707107 -30.173660
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -48.361599
plane 0.000000 0.000000 -1.000000 50.799999
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 0.707107 -30.173660
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -2.438400
plane 1.000000 0.000000 -0.000000 5.689600
plane 0.000000 0.000000 1.000000 -48.361599
plane 0.000000 0.000000 -1.000000 53.238400
plane 0.000000 -1.000000 -0.000000 -7.315200
plane 0.000000 1.000000 -0.000000 8.128000
plane -0.707107 0.000000 -0.707107 34.771557
plane -0.707107 -0.000000 0.707107 -37.070499
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -67.665596
plane 0.000000 0.000000 -1.000000 70.103996
plane 0.000000 -1.000000 -0.000000 -4.876800
plane 0.000000 1.000000 -0.000000 8.128000
plane 0.707107 0.000000 -0.707107 53.594002
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -67.665596
plane 0.000000 0.000000 -1.000000 70.103996
plane 0.000000 -1.000000 -0.000000 -2.438400
plane 0.000000 1.000000 -0.000000 4.876800
plane 0.707107 0.000000 -0.707107 53.594002
brush 0.400 0.410 0.430
plane -1.000000 0.000000 -0.000000 -5.689600
plane 1.000000 0.000000 -0.000000 7.315200
plane 0.000000 0.000000 1.000000 -65.227196
